"longitude","latitude","month","depth","slope","aspect","distance_shore","distance_200m","distance_1000m","chll","sst","PA"
176.26,-37.25,1,-7,3.20338807452739,344.20672283267,23.8910159996071,3.98948480161189,37.1573430011387,0.298854470252991,20.9144325253898,1
171.88,-46.95,1,-1342,0.278855063227765,305.825957373561,145.741390002176,118.16197000212,88.0441270016032,0.258953422307968,13.0289421080688,1
171.87,-46.94,1,-1342,0.278855063227765,305.825957373561,145.741390002176,118.16197000212,88.0441270016032,0.258953422307968,13.0289421080688,1
173.28,-40.1,1,-92,0.0653719429024758,342.021073301272,70.7218769986028,68.3079480008507,157.946730001739,0.864993512630463,18.2015914911653,1
172.84,-40.23,1,-93,0.252651868028834,321.67140253667,37.1964759983467,41.8367770012221,152.677400001956,0.846863567829132,18.4112071982553,1
172.88,-40.22,1,-85,0.264753059975097,310.230186069129,40.1887279981724,43.3663100011007,152.00026000194,0.843401670455933,18.3903541557686,1
172.87,-40.22,1,-85,0.194938648811745,303.931261711021,38.4854209981884,44.2636560011638,153.716510001945,0.878706991672516,18.3948364250983,1
173.32,-40.14,1,-83,0.0507727205786089,354.293738954431,68.7983289987316,73.0255880009555,164.127650001748,0.956435561180115,18.1864700312583,1
173.27,-40.23,1,-77,0.0707798347182941,270,58.3964269988535,74.5345660010365,171.035350001795,1.10185360908508,18.2700653071694,1
173.27,-40.23,1,-81,0.0568082773569842,281.842920178376,59.5367509988399,73.5728180011686,169.477960001788,1.1069940328598,18.2586708064316,1
173.26,-40.21,1,-81,0.103719257229669,282.991874494258,59.6353349987759,71.3994060011807,167.152870001787,1.06832981109619,18.2521514887993,1
173.7,-42.42,1,-14,3.94856559461198,184.85327978796,4.60781120202634,1.85324910230749,18.7042319985785,1.42313492298126,16.5161437993638,1
171.88,-41.5,1,-10,0.126154254137019,333.298202821501,1.99681243249741e-06,70.729675000634,174.034989999755,2.62435698509216,18.3337364196586,1
173.65,-42.43,1,-141,6.52057760616838,185.635109033344,2.30379870210427,1.66039865710065e-06,22.0033449985672,1.75361120700836,16.5011386876696,1
173.54,-42.51,1,-49,4.2154308275731,100.176842551145,1.36655900127071,3.06544314664221e-06,24.2422919987424,1.75174760818481,16.4925003051758,1
171.35,-41.28,1,-148,0.220649678048497,282.201572730474,48.8577889986804,21.172999001263,138.473859999328,0.506852328777313,18.8944206225487,1
171.32,-41.81,1,-80,0.485800364602013,293.576541082494,11.6561799992877,39.5305710007423,124.354150000082,1.62227880954742,18.4776344288979,1
173.1,-39.78,1,-116,0.0621918804703547,208.975065758503,74.6951570011016,44.5311480004101,120.371550001649,0.379409223794937,18.4383659353535,1
173.2,-39.84,1,-109,0.135760930494451,271.640348535799,72.3781590011128,54.2815970006277,131.510560001635,0.504273116588593,18.3519859311906,1
173.44,-39.97,1,-100,0.0800148730273115,39.0038808675306,65.5092280011118,77.1966070005729,155.732750001595,0.593058407306671,18.2458610534637,1
173.22,-39.8,1,-102,0.223164062749579,261.991874358449,67.8791900011134,54.6578930004229,128.210320001588,0.44946813583374,18.4069213865583,1
173.12,-39.59,1,-123,0.166400186326127,276.705935688786,62.8427330007202,47.0134849996858,106.218440001476,0.352039903402328,18.6224899290867,1
173.26,-39.98,1,-113,0.0805042977523249,241.13569778816,76.8156410011271,63.3857640006549,146.653720001683,0.633939683437347,18.2618942257301,1
173.3,-39.97,1,-109,0.131164275293964,266.602804089079,74.5581060011139,66.1340210006497,148.403540001665,0.633269369602203,18.2561931606636,1
173.22,-40.15,1,-91,0.0370748148983346,326.989707218409,61.4338629986222,66.1873620010962,160.94764000178,0.908660054206848,18.2281723017713,1
173.25,-40.03,1,-104,0.130731539928059,342.037524472623,74.5937919984726,63.3426940006744,150.26289000172,0.713377952575684,18.2416419978674,1
173.29,-40.07,1,-94,0.0623431658272919,313.290596570849,73.4923379985546,67.1052590007536,154.929600001722,0.78446227312088,18.2180061335531,1
173.29,-39.99,1,-108,0.100367389150551,311.165941195205,76.8038090009803,65.2534410005571,148.988690001684,0.658807814121246,18.2508373256773,1
176.23,-43.1,1,-374,0.322992646676774,337.888449000547,181.905220002193,52.0645699993178,50.0377170023371,0.443240284919739,17.0389461518907,1
173.78,-40.15,1,-89,0.0711016488077898,83.7241682227174,59.5123829980041,109.174760000677,188.683750001542,0.700628221035004,18.1117992400018,1
170.74,-42.31,1,-227,0.275170012950759,327.927497932707,37.0147939998735,6.85459619959548,65.8039050001357,0.428152233362198,18.4816551200149,1
171.64,-46.94,1,-1332,0.212481498884624,331.390763761999,135.167370002335,107.25795000232,73.1220520012859,0.26375675201416,13.0069246293211,1
174.51,-43.46,1,-498,0.213795847633844,70.9016462232677,107.918059999551,39.3131960005966,55.7608660023226,0.577286601066589,16.3139266986787,1
172.82,-36.6,1,-1542,0.982189495469117,261.353349101127,111.443880001158,92.6862730004881,61.3965900011899,0.119849756360054,20.8585205080903,1
175.32,-36.52,1,-20,0.438186392531092,291.322604206276,8.14826169888487,62.1194680001823,92.3596769998449,0.986380040645599,20.944276809177,1
174.68,-35.29,1,-136,0.188637933689537,311.242586619317,23.1111789995603,7.09816330082109,48.3008910014477,0.280367940664291,20.7723541272847,1
174.9,-35.4,1,-174,0.166856430652809,65.2136649448798,40.3495269997436,3.54575002318086e-06,44.8509740007389,0.231758803129196,20.8580093397526,1
175.02,-35.33,1,-396,1.17782056569889,45.6211516729156,52.5802679996611,11.9553559995041,31.9488670007211,0.176406607031822,21.0043792737981,1
168.28,-46.66,1,-5,0.0581084382921856,137.363871810395,13.6350519985565,73.5141519994333,100.251809999163,1.25955963134766,15.077606200392,1
173.33,-36.49,1,-1359,0.341121472012825,76.1582751997907,67.7847590008128,46.4865480006358,19.3741659998641,0.131145164370537,20.8004055017348,1
173.12,-39.76,1,-118,0.107196635296575,79.5564472020947,72.4324040011097,45.7638250003219,119.831390001626,0.386186420917511,18.4482345577622,1
172.68,-37.9,1,-1627,0.14186645090359,88.430265641791,171.217369998543,67.5730349982304,53.0101039982547,0.144872426986694,20.4099445346474,1
172.66,-37.92,1,-1610,0.286285615327161,26.3727930979878,170.767329998557,66.2296249982411,51.7299429982096,0.145568624138832,20.3928489688436,1
173.14,-39.59,1,-123,0.0981633104875444,293.321813370964,61.5423040007384,48.4016439996983,107.251090001464,0.359172284603119,18.6221981049393,1
171.32,-35.36,1,-1779,0.639410505732315,287.325652991836,155.196200000081,111.575730000855,71.0343990007109,0.10373255610466,20.8099441530648,1
171.4,-35.42,1,-1742,0.267023657766278,96.6861430084412,148.686630000122,109.834850000736,69.1910940009129,0.103254057466984,20.829639435006,1
170.93,-35.1,1,-1985,0.406360002399086,93.2894557290193,173.179890000466,129.423640000451,91.4139749999788,0.104785360395908,20.6861152653093,1
170.93,-35.68,1,-2057,0.612538399034338,166.088785155841,195.781260000289,160.387160000751,99.9562770006814,0.0996893793344498,20.8609771727632,1
171.03,-35.6,1,-1829,0.706553367817088,294.016525132138,186.26525000023,148.986280000822,104.420360000519,0.0995202660560608,20.8361511229957,1
171.53,-35.54,1,-1709,0.779358900770042,326.375793674702,139.536600000292,107.748730000704,70.3452720011242,0.107453167438507,20.8541297913466,1
171.5,-35.58,1,-1667,0.623419344041536,348.142155476706,143.434910000322,112.248230000725,75.1229280001996,0.106796562671661,20.8560333252543,1
171.48,-35.57,1,-1691,0.600621191485892,347.685098720038,144.884370000317,113.535420000715,76.1063150006633,0.10612528026104,20.8555259705183,1
171.53,-35.47,1,-1755,0.596946933395534,270,137.434200000189,102.076650000867,63.1883440011169,0.107514463365078,20.8468284608526,1
171.13,-36.37,1,-2052,0.170113641731088,196.3650446255,212.777310000762,194.220020001022,140.021130000882,0.101754069328308,20.8314132688504,1
170.18,-36.78,1,-2026,0.213043316232621,161.54209736059,309.745120000738,288.111610000984,101.695329998432,0.102536454796791,20.5721244812617,1
169.97,-37.15,1,-2165,0.29904644556621,62.9455892720162,347.416860000879,291.844039998873,55.7252979983616,0.101451747119427,20.377861022841,1
172.74,-38.44,1,-781,2.4829936264904,320.315158403386,124.212049998736,13.5800869994905,3.98085830181249,0.166513502597809,19.8897113799916,1
172.5,-38.9,1,-193,1.75126282184843,272.415728386864,117.68088999931,5.77139459979795,19.3880520009133,0.181996330618858,19.3589668266339,1
172.53,-36.53,1,-1656,0.255263378109926,94.3656745563587,122.410940001017,107.159490001003,70.0959680013497,0.11644234508276,20.8206634524847,1
171.77,-37.98,1,-1645,0.68374782158715,303.847173778931,222.656959998801,111.387559998671,68.0962639985941,0.131120800971985,20.1774387360755,1
171.76,-37.98,1,-1660,0.68374782158715,303.847173778931,222.656959998801,111.387559998671,68.0962639985941,0.131120800971985,20.1774387360755,1
172.07,-38.34,1,-1413,0.340934145064492,303.170761413282,177.82723999892,65.1234899988051,44.5669329987676,0.14996075630188,20.0022315979119,1
172.1,-38.06,1,-1482,0.471908738752967,328.01661974768,194.032049998759,82.619295998881,62.6745159985761,0.148962095379829,20.1682300569199,1
